Hours;Load;Price;CO_2_eq;solar_pv
469;2.5876;191.42;1010.44;61.0899
470;2.586;183.49;1024.47;92.6039
471;2.5228;184.65;1032.73;4.61251
472;2.4956;192.0;1039.1;0
473;2.5192;200.0;1040.85;0
474;2.5234;208.22;1029.42;0
475;2.4723;202.35;1015.97;0
476;2.4406;199.42;994.61;0
477;2.3644;171.48;976.36;0
478;2.2252;157.11;930.41;0
479;2.0655;151.0;877.89;0
480;1.9361;138.08;840.93;0
481;1.8199;123.4;821.04;0
482;1.7506;109.99;802.44;0
483;1.7161;104.99;784.96;0
484;1.6994;97.57;768.73;0
485;1.7087;103.04;749.87;0
486;1.7178;98.75;758.79;0
487;1.8151;102.71;755.37;0
488;1.8934;107.65;742.0;0
489;2.0092;115.58;732.6;156.981
490;2.1229;110.09;746.99;163.232
491;2.1772;111.07;740.12;112.787
492;2.2115;112.19;751.1;76.8443
493;2.2182;112.2;756.79;60.7475
494;2.2112;112.0;771.95;55.9838
495;2.1584;115.58;758.85;10.2349
496;2.1232;116.64;763.03;0
497;2.1681;125.14;777.12;0
498;2.188;124.02;792.72;0
499;2.155;121.89;804.37;0
500;2.138;114.29;812.55;0
501;2.0715;114.53;836.98;0
502;1.9703;113.99;843.82;0
503;1.8704;124.71;864.04;0
504;1.7527;108.91;866.41;0
505;1.6485;115.54;884.75;0
506;1.5862;109.65;890.93;0
507;1.5502;107.56;901.21;0
508;1.5298;106.3;910.67;0
509;1.5377;107.63;931.98;0
510;1.5493;110.9;939.67;0
511;1.6012;111.82;948.62;0
512;1.6278;114.77;942.01;0
513;1.7281;127.77;933.47;182.562
514;1.8426;138.68;928.5;290.63
515;1.9335;145.78;929.61;207.132
516;1.9819;155.42;935.91;85.8386
517;1.9915;157.11;946.98;55.6049
518;1.9987;142.98;943.75;122.537
519;1.9517;151.67;953.09;24.1301
520;1.8975;154.22;948.51;0
521;1.935;165.64;945.83;0
522;1.9955;178.78;951.25;0
523;2.0012;168.35;955.96;0
524;2.014;161.54;959.96;0
525;1.9693;165.87;984.7;0
526;1.8923;135.9;988.12;0
527;1.8237;157.35;994.21;0
528;1.732;135.65;990.52;0
529;1.6431;150.87;1007.78;0
530;1.6104;147.04;1012.05;0
531;1.5903;152.14;1013.41;0
532;1.5924;150.59;1020.32;0
533;1.6485;152.44;1016.46;0
534;1.7736;148.63;1031.46;0
535;2.0884;190.4;1042.73;0
536;2.3013;191.1;1036.92;0
537;2.4167;209.74;1036.75;63.6735
538;2.4978;209.97;1035.04;50.3221
539;2.5029;209.26;1039.89;33.2908
540;2.5463;203.31;1036.6;38.7017
