Hours;Load;Price;CO_2_eq;solar_pv
664;1.294;34.91;14.02;0
665;1.308;37.93;14.4;0
666;1.343;38.03;14.32;0
667;1.316;37.93;14.41;0
668;1.318;34.66;14.3;0
669;1.281;31.62;14.41;0
670;1.269;30.81;15.53;0
671;1.399;30.12;15.65;0
672;1.235;29.36;14.29;0
673;1.215;29.76;14.35;0
674;1.305;29.32;14.5;0
675;1.308;28.37;14.61;0
676;1.235;28.23;14.52;0
677;1.349;28.62;14.68;0
678;1.294;26.99;14.73;0
679;1.334;27.26;14.59;0
680;1.384;29.18;14.27;0
681;1.479;30.9;13.81;0
682;1.322;31.31;14.24;149.215
683;1.367;34.36;14.24;18.4426
684;1.489;34.0;14.96;19.8591
685;1.679;33.89;15.79;22.4238
686;1.418;34.95;15.2;2.25081
687;1.347;34.38;14.84;6.25734
688;1.524;32.54;14.85;0
689;1.392;34.69;14.74;0
690;1.287;36.65;14.82;0
691;1.418;34.85;14.95;0
692;1.704;31.17;16.7;0
693;1.723;28.53;17.35;0
694;1.567;25.98;17.43;0
695;1.467;25.08;17.78;0
696;1.359;18.34;25.28;0
697;1.429;13.09;23.04;0
698;1.365;5.76;23.85;0
699;1.362;4.95;18.34;0
700;1.387;2.03;18.58;0
701;1.553;9.03;17.51;0
702;1.712;26.74;16.5;0
703;1.854;28.14;15.63;0
704;1.988;30.01;15.12;0
705;1.91;30.79;15.16;0
706;1.997;30.38;15.32;25.9258
707;1.686;29.99;15.46;51.5311
708;1.614;28.57;15.37;30.9472
709;1.558;29.0;15.76;32.6209
710;1.456;28.2;15.59;9.89036
711;1.511;27.79;15.51;0
712;1.602;27.94;15.32;0
713;1.569;28.31;15.02;0
714;1.516;29.44;14.99;0
715;1.344;29.62;15.4;0
716;1.352;27.54;15.35;0
717;1.536;26.82;15.61;0
718;1.55;25.99;15.71;0
719;1.518;21.24;15.45;0
720;1.545;10.0;14.89;0
721;1.459;25.36;14.7;0
722;1.394;25.2;14.6;0
723;1.312;25.58;15.06;0
724;1.378;26.3;15.76;0
725;1.515;29.24;16.11;0
726;1.443;30.36;16.01;0
727;1.421;40.04;16.63;0
728;1.306;49.29;16.36;0
729;1.386;53.98;16.31;0
730;1.659;58.01;16.55;198.812
731;1.671;62.05;16.77;67.9078
732;1.479;69.95;16.14;29.6719
733;1.459;89.6;15.89;47.1701
734;1.526;96.53;15.5;173.94
735;1.461;96.03;15.38;0.497963
736;1.407;96.15;15.54;0
737;1.434;96.48;16.06;0
738;1.572;99.98;15.82;0
739;1.54;99.09;15.66;0
740;1.586;95.3;15.94;0
741;1.527;90.05;16.32;0
742;1.423;84.12;16.15;0
743;1.286;81.98;16.29;0
744;1.311;68.83;15.61;0
745;1.465;75.68;15.8;0
746;1.414;67.55;16.15;0
747;1.425;65.69;15.94;0
748;1.35;66.82;15.53;0
749;1.225;59.01;15.31;0
